employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
10,0,1,0,0,1,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
6,0,2,0,0,0,9,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
11,0,1,0,0,0,144,0,0,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,81,0,0,0,0,0.0,0,2,1,0,0,1,1,High
23,0,2,1,0,1,0,0,103,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
9,0,3,0,0,0,0,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
19,1,2,1,0,0,0,0,79,0,0,0.0,0,1,1,0,1,1,1,High
7,0,2,0,0,1,54,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,2,1,0,0,0,0,92,1,0,0.0,0,1,1,0,1,1,1,High
15,0,3,0,0,0,0,0,43,1,0,0.0,0,0,0,0,0,1,1,High
14,0,2,1,0,0,4,0,45,0,0,0.0,0,1,1,0,0,0,0,Low
5,0,2,0,0,0,26,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,1,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
20,0,3,1,0,0,68,0,0,0,0,0.0,0,1,2,0,0,1,1,High
6,0,2,0,0,0,45,28,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,24,14,122,0,0,0.0,0,1,1,0,0,1,1,High
7,0,2,1,0,0,29,9,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,1,0,0,0,9,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,1,0,0,103,0,0,0.0,0,0,0,0,0,1,1,High
22,0,2,0,0,0,0,0,36,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,1,0,0,0,6,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,1,0,0,58,0,0,0,0,0.0,0,3,1,0,1,1,1,High
25,0,1,0,0,0,14,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
16,0,1,0,0,0,44,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,0,0,0,2,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,75,0,0,0.0,0,1,1,0,0,1,1,High
8,0,1,0,0,0,37,14,0,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,3,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,2,0,26,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,2,0,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,0,0,0,36,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,0,0,79,0,0,0.0,0,1,1,0,1,1,1,High
7,0,3,0,0,0,29,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,0,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,2,1,0,0,17,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,2,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,1,2,0,0,0,9,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,3,0,0,0,0,0,98,0,0,0.0,0,0,0,0,0,1,1,High
25,0,2,0,0,1,4,0,52,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,1,1,High
13,1,1,0,0,0,41,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,2,0,0,0,13,8,0,0,0,0.0,0,1,1,0,1,1,1,High
27,0,4,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
5,0,2,1,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,7,0,0,0.0,0,2,2,0,0,1,1,High
19,0,2,0,0,1,0,0,84,1,1,5.0,0,0,0,0,0,1,1,High
9,1,3,0,0,0,0,0,76,0,0,0.0,0,2,3,0,0,1,1,High
17,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,Medium
15,0,3,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,1,High
15,0,2,1,0,0,9,0,0,0,0,0.0,0,1,1,0,0,1,1,High
19,1,2,1,0,0,1,0,105,0,0,0.0,0,2,2,0,1,1,1,High
31,0,3,1,0,0,0,0,120,0,0,0.0,0,1,1,0,1,1,1,High
26,0,2,0,0,0,0,0,103,1,0,0.0,0,2,1,0,0,1,1,High
24,0,2,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,1,High
18,0,1,0,0,0,9,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,4,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
10,0,2,1,0,0,5,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,122,0,0,0.0,0,3,1,0,1,1,1,High
15,0,2,1,0,0,33,19,0,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,High
6,0,2,0,0,0,0,0,81,0,0,0.0,0,1,1,0,1,1,1,High
14,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,Medium
31,0,3,1,0,0,1,0,0,0,0,0.0,0,1,1,0,0,1,1,High
20,0,1,0,0,0,41,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,1,0,0,0,33,0,148,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,58,1,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,19,10,0,0,0,0.0,0,2,1,0,0,1,1,High
16,0,1,0,0,0,18,0,7,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,2,0,0,0,0,0,0,0,1,11.0,0,0,0,0,0,1,1,High
26,0,2,0,0,0,0,0,106,1,0,0.0,0,1,2,0,0,1,1,High
23,0,1,0,0,1,0,0,2,0,0,0.0,0,2,3,0,1,1,1,High
26,0,1,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,1,1,0,0,8,3,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,2,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,1,156,0,0,0,0,0.0,0,1,3,0,0,1,1,High
8,0,2,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,3,0,0,1,15,0,107,0,0,0.0,0,2,3,0,0,1,1,High
17,0,1,1,0,0,31,0,0,0,0,0.0,0,0,0,0,0,1,1,High
0,1,2,1,0,0,43,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,1,0,0,0,23,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
7,1,1,1,0,0,38,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,1,107,0,0,0,0,0.0,0,2,3,0,0,0,1,High
7,1,3,0,0,0,4,0,25,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,0,228,136,0,0,0,0.0,0,0,0,0,0,1,1,High
6,1,1,1,0,0,18,3,9,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,78,0,0,0.0,0,2,1,0,0,1,1,High
26,0,2,0,0,0,0,0,106,1,0,0.0,0,1,2,0,0,1,1,High
1,0,3,0,0,0,85,0,0,0,0,0.0,0,2,1,0,1,1,1,High
16,0,2,1,0,0,0,0,43,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
23,0,2,1,0,1,0,0,80,0,0,0.0,0,2,1,0,0,1,1,High
4,0,1,0,0,0,0,0,116,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,0,0,31,0,0,0.0,0,1,1,0,1,1,1,High
4,0,3,0,0,0,0,0,80,1,0,0.0,0,2,1,0,0,1,1,High
23,1,1,0,0,0,15,3,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,1,0,0,0,82,0,0,0,0,0.0,0,2,1,0,0,0,1,High
8,1,1,0,0,0,6,0,10,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,19,10,0,0,0,0.0,0,0,0,0,0,1,1,High
3,0,1,1,0,0,7,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
5,1,1,0,0,0,0,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,3,0,0,0,7,0,39,0,0,0.0,0,0,0,0,0,0,0,Low
5,0,2,0,0,0,27,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,1,2,1,1,0,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,42,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,1,3,0,0,0,0,0,40,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,2,1,0,1,0,0,8,0,0,0.0,0,2,1,0,1,1,1,High
8,0,1,1,1,0,37,0,11,0,0,0.0,0,1,1,0,0,1,1,High
17,0,1,0,0,0,0,0,44,0,0,0.0,0,2,1,0,0,0,0,Low
16,0,2,1,0,0,0,0,4,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,0,0,89,0,0,0.0,0,4,1,0,0,1,1,High
5,1,1,0,0,0,9,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,0,25,0,0,0,0,0.0,0,1,1,0,0,0,1,High
21,0,4,0,0,0,0,0,0,0,1,7.0,0,0,0,0,0,1,1,High
5,0,1,1,0,0,13,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
1,0,3,0,0,0,0,0,89,1,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,3,0,0,0.0,0,2,1,0,1,1,1,High
9,0,1,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,1,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,Low
10,0,1,0,0,0,0,0,46,0,0,0.0,0,2,1,0,0,0,0,Low
3,0,1,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
22,0,2,0,0,0,0,0,35,0,0,0.0,0,2,1,0,0,0,0,Low
10,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,0,2,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
5,0,1,0,0,0,0,0,18,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,1,0,0,22,4,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,3,1,0,0,34,0,3,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,1,1,Medium
4,1,3,0,0,0,23,4,6,0,0,0.0,0,2,1,0,0,0,0,Low
6,0,2,0,0,0,133,0,0,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
1,0,1,0,0,0,21,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,3,1,0,0,35,0,61,1,0,0.0,0,1,1,0,1,1,1,High
11,0,2,0,1,1,0,0,45,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,2,0,0,0,141,0,0,0,0,0.0,0,2,1,0,0,1,1,High
9,0,2,0,0,0,14,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,1,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,1,1,High
8,0,2,1,1,1,43,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,3,1,0,0,0,0,93,1,0,0.0,0,1,2,0,0,1,1,High
12,1,2,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,1,0,0,0,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,1,2,1,0,0,0,0,110,0,0,0.0,0,2,1,0,0,1,1,High
30,0,2,0,0,0,0,0,40,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,0,0,102,0,0,0.0,0,1,1,0,0,1,1,High
9,0,1,0,0,0,6,0,47,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,7,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,1,0,0,1,28,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
22,0,3,0,0,0,0,0,79,0,0,0.0,0,0,0,0,0,1,1,High
15,0,3,0,0,0,29,0,72,0,0,0.0,0,1,1,0,0,1,1,High
27,1,2,0,0,0,0,0,101,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,Low
20,0,1,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,1,49,13,0,0,0,0.0,0,0,0,0,0,0,0,Medium
8,1,2,0,0,0,48,0,15,1,0,0.0,0,1,1,0,0,1,1,High
5,0,1,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
1,0,2,0,0,0,42,0,90,0,0,0.0,0,0,0,0,0,1,1,High
15,0,3,0,0,0,0,0,96,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,0,0,64,0,0,0.0,0,1,1,0,0,1,1,High
1,0,2,0,0,0,4,0,31,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,1,1,0,1,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,1,2,0,0,0,75,30,0,0,0,0.0,0,0,0,0,0,1,1,High
17,0,2,0,0,0,0,0,8,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,2,0,0,0,46,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
2,0,2,1,0,0,0,0,20,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,0,107,0,0,0,0,0.0,0,1,2,0,0,1,1,High
7,0,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,Low
13,0,1,1,0,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
0,0,2,0,0,0,0,0,10,0,0,0.0,0,2,1,0,0,1,1,High
6,0,1,0,0,0,30,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,110,0,0,0.0,0,1,2,0,0,1,1,High
6,0,1,1,0,0,44,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,High
27,1,2,0,0,0,0,0,105,0,0,0.0,0,1,1,0,0,1,1,High
11,0,2,1,0,0,12,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
16,1,1,0,0,0,0,0,34,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,2,1,0,0,6,0,87,0,0,0.0,0,0,0,0,0,1,1,High
3,0,1,1,0,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,1,0,0,0,332,0,0,0,0,0.0,0,1,1,0,1,1,1,High
10,0,3,1,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,0,0,100,0,0,0.0,0,0,0,0,0,1,1,High
19,0,2,0,0,1,0,0,94,0,0,0.0,0,1,1,0,0,1,1,High
21,0,1,0,0,0,31,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
31,0,3,0,0,1,0,0,2,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,2,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
20,0,1,0,0,0,9,3,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,Medium
0,0,2,0,0,0,13,2,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,Medium
25,0,1,0,0,0,0,0,105,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,0,0,71,1,0,0.0,0,4,1,0,0,1,1,High
4,0,2,0,0,0,0,0,12,0,0,0.0,0,2,1,0,1,0,0,Low
2,0,2,0,0,1,67,42,94,0,0,0.0,0,0,0,0,0,1,1,High
23,0,1,0,0,0,26,0,0,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,1,0,0,112,76,0,0,0,0.0,0,1,3,0,0,1,1,High
25,0,1,0,0,0,10,1,0,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,158,95,0,0,0,0.0,0,2,1,0,0,1,1,High
10,1,3,0,1,0,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,0,0,0,0,0,0.0,0,4,2,0,0,1,1,High
9,1,3,0,0,0,0,0,99,1,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,9,0,57,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,124,0,0,0,0,0.0,0,3,1,0,0,1,1,High
0,0,1,1,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,0,0,135,1,0,0.0,0,2,1,0,0,1,1,High
23,0,1,0,0,0,12,0,0,0,1,2.0,0,0,0,0,0,1,1,High
20,0,2,0,0,0,23,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,2,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
7,1,2,0,0,0,71,0,0,0,0,0.0,0,0,0,0,0,1,1,High
22,0,3,0,0,0,0,0,86,0,0,0.0,0,0,0,0,0,1,1,High
19,0,1,0,0,0,148,58,0,0,0,0.0,0,1,1,0,0,1,1,High
21,0,2,0,1,0,0,0,38,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,1,0,0,0,12,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,1,0,1,0,6,1,54,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,1,0,0,0,13,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,1,1,0,0,12,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
21,0,4,0,0,0,0,0,9,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,1,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
16,0,1,0,0,0,148,0,0,0,0,0.0,0,4,1,0,0,1,1,High
17,0,2,0,0,0,7,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,1,1,0,0,50,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,1,2,0,0,0,363,0,15,1,0,0.0,0,1,1,0,0,1,1,High
1,0,2,0,0,0,0,0,75,0,0,0.0,0,1,3,0,0,1,1,High
6,0,2,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,0,0,Low
0,0,1,1,0,0,0,0,42,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,2,0,0,0,0,0,116,1,0,0.0,0,0,0,0,0,1,1,High
18,0,1,1,0,0,30,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,3,1,0,1,0,0,92,1,0,0.0,0,0,0,0,0,1,1,High
24,0,2,0,0,0,0,0,114,0,0,0.0,0,3,1,0,0,1,1,High
15,0,2,0,0,0,0,0,6,0,0,0.0,0,2,1,0,0,0,0,Low
8,0,3,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,85,1,0,0.0,0,1,1,0,1,1,1,High
10,0,1,0,0,0,30,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,1,0,0,0,15,5,9,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,1,0,0,0,0,0,0,0,1,12.0,2,0,0,0,0,1,1,High
14,0,1,0,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
26,0,2,0,0,0,0,0,78,0,0,0.0,0,1,1,0,0,1,1,High
21,0,2,1,0,0,0,0,86,0,0,0.0,0,1,3,0,0,1,1,High
25,0,1,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,1,1,High
7,0,2,0,0,0,10,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,6,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,0,0,1,11,1,6,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,4,0,0,0,17,11,4,0,0,0.0,0,1,1,0,1,1,1,High
9,0,2,0,0,0,0,0,88,0,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,0,0,10,0,0,0.0,0,0,0,0,0,1,1,Medium
20,0,3,1,0,0,165,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,1,2,0,0,0,35,9,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,1,0,0,0,0,77,1,0,0.0,0,1,1,0,0,1,1,High
0,0,2,0,0,0,48,22,0,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,1,0,0,20,0,0,0,0,0.0,0,1,2,0,0,1,1,High
0,0,3,0,0,0,0,0,9,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,3,0,0,0,0,0,34,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,1,0,0,0,111,0,10,0,0,0.0,0,1,1,0,0,1,1,High
13,0,3,0,0,0,0,0,8,0,0,0.0,0,2,1,0,0,1,1,High
8,1,2,0,0,0,151,0,0,0,0,0.0,0,0,0,0,0,0,0,Medium
17,0,2,0,0,0,0,0,0,0,1,4.0,3,0,0,0,0,1,1,High
8,0,1,1,1,0,187,0,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,6,0,0,0,0,0.0,0,2,1,0,0,1,1,High
9,1,3,0,0,0,0,0,97,0,0,0.0,0,0,0,0,0,1,1,High
12,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,53,0,0,0,0,0.0,0,2,1,0,1,1,1,High
19,1,2,1,0,0,31,13,60,1,0,0.0,0,3,1,0,0,1,1,High
0,0,3,1,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,120,0,0,0,0,0.0,0,1,2,0,0,1,1,High
15,0,3,0,0,0,0,0,105,0,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
8,1,2,0,0,0,206,0,18,1,0,0.0,0,0,0,0,0,1,1,High
18,0,1,1,0,0,6,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,0,1,0,0,31,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,3,0,0,0,0,0,76,0,0,0.0,0,2,3,0,1,1,1,High
23,0,1,0,0,1,124,0,0,0,0,0.0,0,4,1,0,0,1,1,High
12,0,3,1,0,0,0,0,7,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,1,0,0,0,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,1,0,0,81,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,24,0,0,0.0,0,1,1,0,0,0,0,Low
11,1,1,0,0,0,0,0,6,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,3,0,0,0,0,0,28,0,0,0.0,0,1,1,0,0,0,0,Low
7,1,1,0,0,0,8,0,6,0,0,0.0,0,1,1,0,0,1,1,High
12,0,1,0,0,1,9,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,3,0,0,0,0,0,78,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,232,0,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,2,0,0,1,0,0,0,0,1,5.0,0,0,0,0,0,0,0,Low
6,0,1,0,0,1,18,0,0,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,0,0,0,0,0,55,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,0,0,0,8,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,1,High
13,0,2,0,0,0,0,0,67,1,0,0.0,0,0,0,0,0,1,1,High
16,0,3,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,0,0,0,0.0,0,3,1,0,1,1,1,High
17,0,1,1,0,0,263,106,0,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,1,0,0,161,0,12,0,0,0.0,0,1,1,0,0,1,1,High
21,0,3,1,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,Low
15,0,3,0,0,0,0,0,80,0,0,0.0,0,2,1,0,0,1,1,High
24,0,2,0,0,0,0,0,81,0,0,0.0,0,2,1,0,0,1,1,High
25,0,1,0,0,0,0,0,138,0,0,0.0,0,3,1,0,0,1,1,High
13,0,3,0,0,0,0,0,80,1,0,0.0,0,2,1,0,0,1,1,High
4,0,1,0,0,0,0,0,107,0,0,0.0,0,3,1,0,1,1,1,High
15,0,2,1,0,0,0,0,59,1,0,0.0,0,2,1,0,0,1,1,High
4,0,3,0,0,0,19,0,3,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,1,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,Low
19,0,2,0,0,1,3,0,67,0,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,57,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,1,32,0,0,0,0,0.0,0,2,1,0,1,1,1,High
8,0,3,0,0,0,0,0,33,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,32,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
12,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,0,234,0,0,0,0,0.0,0,0,0,0,0,1,1,High
4,0,1,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,1,1,High
21,0,2,1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,High
1,1,2,0,0,0,0,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,3,0,0,0,0,0,35,0,0,0.0,0,2,1,0,0,0,0,Low
10,0,2,0,0,0,0,0,65,0,0,0.0,0,2,1,0,0,1,1,High
3,0,2,0,0,0,120,72,0,0,0,0.0,0,0,0,0,0,1,1,High
12,0,3,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,26,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,2,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
15,0,2,1,0,1,0,0,87,0,0,0.0,0,1,1,0,0,1,1,High
2,0,2,1,0,0,124,0,0,0,0,0.0,0,2,1,0,0,1,1,High
14,0,2,1,0,1,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,2,1,0,0,0,0,93,0,0,0.0,0,4,1,0,1,1,1,High
6,0,2,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,1,1,High
24,0,1,0,0,1,32,0,0,0,0,0.0,0,1,1,0,1,1,1,High
